"Country","Vaccine","Year","Coverage"
"Hungary","BCG","1985",0.99
"Hungary","BCG","1986",0.99
"Hungary","BCG","1987",0.99
"Hungary","BCG","1988",0.99
"Hungary","BCG","1989",0.99
"Hungary","BCG","1990",0.99
"Hungary","BCG","1991",0.99
"Hungary","BCG","1992",0.99
"Hungary","BCG","1993",0.99
"Hungary","BCG","1994",0.99
"Hungary","BCG","1995",0.99
"Hungary","BCG","1996",0.99
"Hungary","BCG","1997",0.99
"Hungary","BCG","1998",0.99
"Hungary","BCG","1999",0.99
"Hungary","BCG","2000",0.99
"Hungary","BCG","2001",0.99
"Hungary","BCG","2002",0.99
"Hungary","BCG","2003",0.99
"Hungary","BCG","2004",0.99
"Hungary","BCG","2005",0.99
"Hungary","BCG","2006",0.99
"Hungary","BCG","2007",0.99
"Hungary","BCG","2008",0.99
"Hungary","BCG","2009",0.99
"Hungary","BCG","2010",0.99
"Hungary","BCG","2011",0.99
"Hungary","BCG","2012",0.99
"Hungary","BCG","2013",0.99
"Hungary","BCG","2014",0.99
"Hungary","BCG","2015",0.99
"Hungary","BCG","2016",0.99
"Hungary","BCG","2017",0.99
"Hungary","BCG","2018",0.99
"India","BCG","1978",0.05
"India","BCG","1979",0.06
"India","BCG","1980",0.08
"India","BCG","1981",0.12
"India","BCG","1982",0.28
"India","BCG","1983",0.3
"India","BCG","1984",0.37
"India","BCG","1985",0.47000000000000003
"India","BCG","1986",0.77
"India","BCG","1987",0.9500000000000001
"India","BCG","1988",0.97
"India","BCG","1989",0.99
"India","BCG","1990",0.99
"India","BCG","1991",0.93
"India","BCG","1992",0.96
"India","BCG","1993",0.97
"India","BCG","1994",0.99
"India","BCG","1995",0.97
"India","BCG","1996",0.98
"India","BCG","1997",0.99
"India","BCG","1998",0.91
"India","BCG","1999",0.74
"India","BCG","2000",0.74
"India","BCG","2001",0.75
"India","BCG","2002",0.75
"India","BCG","2003",0.77
"India","BCG","2004",0.8
"India","BCG","2005",0.86
"India","BCG","2006",0.86
"India","BCG","2007",0.87
"India","BCG","2008",0.86
"India","BCG","2009",0.88
"India","BCG","2010",0.89
"India","BCG","2011",0.9
"India","BCG","2012",0.9
"India","BCG","2013",0.91
"India","BCG","2015",0.87
"India","BCG","2016",0.89
"India","BCG","2017",0.92
"India","BCG","2018",0.98
"Indonesia","BCG","1977",0.7000000000000001
"Indonesia","BCG","1978",0.73
"Indonesia","BCG","1979",0.72
"Indonesia","BCG","1980",0.61
"Indonesia","BCG","1981",0.55
"Indonesia","BCG","1982",0.6
"Indonesia","BCG","1983",0.58
"Indonesia","BCG","1984",0.56
"Indonesia","BCG","1985",0.65
"Indonesia","BCG","1986",0.66
"Indonesia","BCG","1987",0.77
"Indonesia","BCG","1988",0.81
"Indonesia","BCG","1989",0.85
"Indonesia","BCG","1990",0.9400000000000001
"Indonesia","BCG","1991",0.9500000000000001
"Indonesia","BCG","1992",0.97
"Indonesia","BCG","1993",0.9500000000000001
"Indonesia","BCG","1994",0.99
"Indonesia","BCG","1995",0.99
"Indonesia","BCG","1996",0.99
"Indonesia","BCG","1997",0.99
"Indonesia","BCG","1998",0.98
"Indonesia","BCG","1999",0.97
"Indonesia","BCG","2000",0.87
"Indonesia","BCG","2001",0.8
"Indonesia","BCG","2002",0.77
"Indonesia","BCG","2003",0.97
"Indonesia","BCG","2004",0.78
"Indonesia","BCG","2005",0.97
"Indonesia","BCG","2006",0.93
"Indonesia","BCG","2007",0.92
"Indonesia","BCG","2008",0.89
"Indonesia","BCG","2009",0.93
"Indonesia","BCG","2010",0.97
"Indonesia","BCG","2011",0.97
"Indonesia","BCG","2012",0.89
"Indonesia","BCG","2013",0.92
"Indonesia","BCG","2014",0.9400000000000001
"Indonesia","BCG","2015",0.9
"Indonesia","BCG","2016",0.9
"Indonesia","BCG","2017",0.93
"Indonesia","BCG","2018",0.89
"Iran","BCG","1980",0.07
"Iran","BCG","1981",0.06
"Iran","BCG","1982",0.1
"Iran","BCG","1983",0.1
"Iran","BCG","1984",0.1
"Iran","BCG","1985",0.79
"Iran","BCG","1986",0.56
"Iran","BCG","1987",0.56
"Iran","BCG","1988",0.88
"Iran","BCG","1989",0.85
"Iran","BCG","1990",0.9500000000000001
"Iran","BCG","1991",0.91
"Iran","BCG","1992",0.99
"Iran","BCG","1993",0.99
"Iran","BCG","1994",0.99
"Iran","BCG","1995",0.96
"Iran","BCG","1996",0.96
"Iran","BCG","1997",0.91
"Iran","BCG","1998",0.99
"Iran","BCG","1999",0.99
"Iran","BCG","2000",0.99
"Iran","BCG","2001",0.91
"Iran","BCG","2002",0.97
"Iran","BCG","2003",0.99
"Iran","BCG","2004",0.99
"Iran","BCG","2005",0.99
"Iran","BCG","2006",0.99
"Iran","BCG","2007",0.99
"Iran","BCG","2008",0.99
"Iran","BCG","2009",0.99
"Iran","BCG","2010",0.99
"Iran","BCG","2011",0.99
"Iran","BCG","2012",0.99
"Iran","BCG","2013",0.99
"Iran","BCG","2014",0.99
"Iran","BCG","2015",0.99
"Iran","BCG","2016",0.99
"Iran","BCG","2017",0.99
"Iran","BCG","2018",0.99
"Iraq","BCG","1980",0.76
"Iraq","BCG","1981",0.76
"Iraq","BCG","1982",0.09
"Iraq","BCG","1983",0.62
"Iraq","BCG","1984",0.6
"Iraq","BCG","1986",0.78
"Iraq","BCG","1987",0.96
"Iraq","BCG","1988",0.87
"Iraq","BCG","1989",0.98
"Iraq","BCG","1990",0.9500000000000001
"Iraq","BCG","1991",0.79
"Iraq","BCG","1992",0.85
"Iraq","BCG","1993",0.99
"Iraq","BCG","1994",0.99
"Iraq","BCG","1995",0.99
"Iraq","BCG","1996",0.99
"Iraq","BCG","1997",0.97
"Iraq","BCG","1998",0.76
"Iraq","BCG","1999",0.85
"Iraq","BCG","2000",0.79
"Iraq","BCG","2001",0.85
"Iraq","BCG","2002",0.72
"Iraq","BCG","2003",0.66
"Iraq","BCG","2004",0.9400000000000001
"Iraq","BCG","2005",0.9500000000000001
"Iraq","BCG","2006",0.9
"Iraq","BCG","2007",0.9
"Iraq","BCG","2008",0.8300000000000001
"Iraq","BCG","2009",0.99
"Iraq","BCG","2010",0.86
"Iraq","BCG","2011",0.6900000000000001
"Iraq","BCG","2012",0.99
"Iraq","BCG","2013",0.93
"Iraq","BCG","2014",0.91
"Iraq","BCG","2015",0.8
"Iraq","BCG","2016",0.9
"Iraq","BCG","2017",0.96
"Iraq","BCG","2018",0.9500000000000001
"Ireland","BCG","1983",0.75
"Ireland","BCG","1984",0.75
"Ireland","BCG","1985",0.8
"Ireland","BCG","1999",0.9
"Ireland","BCG","2004",0.91
"Ireland","BCG","2005",0.93
"Ireland","BCG","2006",0.93
"Ireland","BCG","2007",0.93
"Ireland","BCG","2008",0.9400000000000001
"Ireland","BCG","2009",0.9500000000000001
"Ireland","BCG","2010",0.9500000000000001
"Ireland","BCG","2011",0.85
"Ireland","BCG","2012",0.8
"Ireland","BCG","2013",0.86
"Ireland","BCG","2014",0.87
"Ireland","BCG","2015",0.86
"Ireland","BCG","2016",0.2
"Israel","BCG","1978",0.76
"Israel","BCG","1979",0.76
"Israel","BCG","1980",0.75
"Israel","BCG","1981",0.7000000000000001
"Israel","BCG","1982",0.68
"Jamaica","BCG","1980",0.38
"Jamaica","BCG","1982",0.27
"Jamaica","BCG","1983",0.56
"Jamaica","BCG","1984",0.5
"Jamaica","BCG","1985",0.51
"Jamaica","BCG","1986",0.73
"Jamaica","BCG","1987",0.92
"Jamaica","BCG","1988",0.96
"Jamaica","BCG","1989",0.99
"Jamaica","BCG","1990",0.98
"Jamaica","BCG","1991",0.9400000000000001
"Jamaica","BCG","1992",0.86
"Jamaica","BCG","1993",0.99
"Jamaica","BCG","1994",0.99
"Jamaica","BCG","1995",0.98
"Jamaica","BCG","1996",0.98
"Jamaica","BCG","1997",0.97
"Jamaica","BCG","1998",0.85
"Jamaica","BCG","1999",0.89
"Jamaica","BCG","2000",0.93
"Jamaica","BCG","2001",0.96
"Jamaica","BCG","2002",0.9
"Jamaica","BCG","2003",0.88
"Jamaica","BCG","2004",0.9
"Jamaica","BCG","2005",0.9500000000000001
"Jamaica","BCG","2006",0.9
"Jamaica","BCG","2007",0.87
"Jamaica","BCG","2008",0.92
"Jamaica","BCG","2009",0.9400000000000001
"Jamaica","BCG","2010",0.9500000000000001
"Jamaica","BCG","2011",0.99
"Jamaica","BCG","2012",0.96
"Jamaica","BCG","2013",0.93
"Jamaica","BCG","2014",0.9
"Jamaica","BCG","2015",0.99
"Jamaica","BCG","2016",0.96
"Jamaica","BCG","2017",0.93
"Jamaica","BCG","2018",0.93
"Japan","BCG","1981",0.85
"Japan","BCG","1982",0.96
"Japan","BCG","1983",0.91
"Japan","BCG","1984",0.85
"Japan","BCG","1985",0.85
"Japan","BCG","1989",0.85
"Japan","BCG","1990",0.85
"Japan","BCG","1991",0.9400000000000001
"Japan","BCG","1992",0.93
"Japan","BCG","1993",0.91
"Japan","BCG","2000",0.96
"Japan","BCG","2002",0.96
"Japan","BCG","2003",0.96
"Japan","BCG","2007",0.9400000000000001
"Japan","BCG","2008",0.9
"Japan","BCG","2009",0.9400000000000001
"Japan","BCG","2010",0.99
"Japan","BCG","2011",0.9400000000000001
"Japan","BCG","2012",0.9500000000000001
"Japan","BCG","2013",0.93
"Japan","BCG","2014",0.93
"Japan","BCG","2015",0.84
"Japan","BCG","2016",0.98
"Japan","BCG","2017",0.93
"Japan","BCG","2018",0.99
"Jordan","BCG","1980",0.32
"Jordan","BCG","1982",0.02
"Jordan","BCG","2002",0.29
"Jordan","BCG","2003",0.67
"Jordan","BCG","2004",0.58
"Jordan","BCG","2005",0.89
"Jordan","BCG","2006",0.9500000000000001
"Jordan","BCG","2007",0.9
"Jordan","BCG","2008",0.9500000000000001
"Jordan","BCG","2009",0.9500000000000001
"Jordan","BCG","2010",0.9500000000000001
"Jordan","BCG","2011",0.9500000000000001
"Jordan","BCG","2012",0.96
"Jordan","BCG","2013",0.98
"Jordan","BCG","2014",0.9500000000000001
"Jordan","BCG","2015",0.98
"Jordan","BCG","2016",0.99
"Jordan","BCG","2017",0.99
"Jordan","BCG","2018",0.9400000000000001
"Kazakhstan","BCG","1990",0.87
"Kazakhstan","BCG","1991",0.87
"Kazakhstan","BCG","1992",0.9
"Kazakhstan","BCG","1993",0.86
"Kazakhstan","BCG","1994",0.86
"Kazakhstan","BCG","1995",0.9
"Kazakhstan","BCG","1996",0.93
"Kazakhstan","BCG","1997",0.99
"Kazakhstan","BCG","1998",0.99
"Kazakhstan","BCG","1999",0.99
"Kazakhstan","BCG","2000",0.98
"Kazakhstan","BCG","2001",0.9500000000000001
"Kazakhstan","BCG","2002",0.99
"Kazakhstan","BCG","2003",0.99
"Kazakhstan","BCG","2004",0.65
"Kazakhstan","BCG","2005",0.6900000000000001
"Kazakhstan","BCG","2006",0.99
"Kazakhstan","BCG","2007",0.99
"Kazakhstan","BCG","2008",0.97
"Kazakhstan","BCG","2009",0.96
"Kazakhstan","BCG","2010",0.96
"Kazakhstan","BCG","2011",0.96
"Kazakhstan","BCG","2012",0.9500000000000001
"Kazakhstan","BCG","2013",0.9500000000000001
"Kazakhstan","BCG","2014",0.9500000000000001
"Kazakhstan","BCG","2015",0.9500000000000001
"Kazakhstan","BCG","2016",0.9500000000000001
"Kazakhstan","BCG","2017",0.9500000000000001
"Kazakhstan","BCG","2018",0.9500000000000001
"Kenya","BCG","1985",0.8200000000000001
"Kenya","BCG","1986",0.8
"Kenya","BCG","1990",0.54
"Kenya","BCG","1991",0.49
"Kenya","BCG","1992",0.46
"Kenya","BCG","1993",0.5
"Kenya","BCG","1994",0.62
"Kenya","BCG","1995",0.92
"Kenya","BCG","1996",0.92
"Kenya","BCG","1997",0.42
"Kenya","BCG","1998",0.85
"Kenya","BCG","1999",0.96
"Kenya","BCG","2000",0.75
"Kenya","BCG","2001",0.9400000000000001
"Kenya","BCG","2002",0.91
"Kenya","BCG","2003",0.87
"Kenya","BCG","2004",0.87
"Kenya","BCG","2005",0.85
"Kenya","BCG","2006",0.92
"Kenya","BCG","2007",0.92
"Kenya","BCG","2008",0.9500000000000001
"Kenya","BCG","2009",0.75
"Kenya","BCG","2010",0.99
"Kenya","BCG","2011",0.92
"Kenya","BCG","2012",0.84
"Kenya","BCG","2013",0.9500000000000001
"Kenya","BCG","2014",0.81
"Kenya","BCG","2015",0.74
"Kenya","BCG","2016",0.86
"Kenya","BCG","2017",0.76
"Kenya","BCG","2018",0.8200000000000001
"Kiribati","BCG","1976",0.34
"Kiribati","BCG","1977",0.48
"Kiribati","BCG","1978",0.39
"Kiribati","BCG","1979",0.64
"Kiribati","BCG","1980",0.66
"Kiribati","BCG","1981",0.68
"Kiribati","BCG","1982",0.91
"Kiribati","BCG","1983",0.72
"Kiribati","BCG","1984",0.54
"Kiribati","BCG","1985",0.62
"Kiribati","BCG","1987",0.68
"Kiribati","BCG","1988",0.98
"Kiribati","BCG","1989",0.99
"Kiribati","BCG","1990",0.93
"Kiribati","BCG","1991",0.9400000000000001
"Kiribati","BCG","1992",0.79
"Kiribati","BCG","1993",0.87
"Kiribati","BCG","1994",0.6
"Kiribati","BCG","1995",0.47000000000000003
"Kiribati","BCG","1996",0.99
"Kiribati","BCG","1997",0.99
"Kiribati","BCG","1998",0.97
"Kiribati","BCG","1999",0.7000000000000001
"Kiribati","BCG","2000",0.8
"Kiribati","BCG","2001",0.85
"Kiribati","BCG","2002",0.99
"Kiribati","BCG","2003",0.91
"Kiribati","BCG","2004",0.9400000000000001
"Kiribati","BCG","2005",0.99
"Kiribati","BCG","2006",0.99
"Kiribati","BCG","2007",0.9
"Kiribati","BCG","2008",0.8300000000000001
"Kiribati","BCG","2009",0.76
"Kiribati","BCG","2010",0.87
"Kiribati","BCG","2011",0.86
"Kiribati","BCG","2012",0.9500000000000001
"Kiribati","BCG","2013",0.86
"Kiribati","BCG","2014",0.72
"Kiribati","BCG","2015",0.98
"Kiribati","BCG","2016",0.79
"Kiribati","BCG","2017",0.89
"Kiribati","BCG","2018",0.99
"Kuwait","BCG","1980",0.02
"Kuwait","BCG","1982",0.02
"Kuwait","BCG","1984",0.03
"Kuwait","BCG","1985",0.03
"Kuwait","BCG","2006",0.84
"Kuwait","BCG","2007",0.9400000000000001
"Kuwait","BCG","2008",0.99
"Kuwait","BCG","2009",0.99
"Kuwait","BCG","2010",0.98
"Kuwait","BCG","2011",0.99
"Kuwait","BCG","2012",0.97
"Kuwait","BCG","2013",0.99
"Kuwait","BCG","2014",0.99
"Kuwait","BCG","2015",0.99
"Kuwait","BCG","2016",0.96
"Kuwait","BCG","2017",0.99
"Kuwait","BCG","2018",0.96
"Kyrgyzstan","BCG","1990",0.98
"Kyrgyzstan","BCG","1991",0.96
"Kyrgyzstan","BCG","1992",0.97
"Kyrgyzstan","BCG","1993",0.9500000000000001
"Kyrgyzstan","BCG","1994",0.97
"Kyrgyzstan","BCG","1995",0.96
"Kyrgyzstan","BCG","1996",0.99
"Kyrgyzstan","BCG","1997",0.97
"Kyrgyzstan","BCG","1998",0.9400000000000001
"Kyrgyzstan","BCG","1999",0.99
"Kyrgyzstan","BCG","2000",0.96
"Kyrgyzstan","BCG","2001",0.99
"Kyrgyzstan","BCG","2002",0.99
"Kyrgyzstan","BCG","2003",0.99
"Kyrgyzstan","BCG","2004",0.99
"Kyrgyzstan","BCG","2005",0.96
"Kyrgyzstan","BCG","2006",0.99
"Kyrgyzstan","BCG","2007",0.98
"Kyrgyzstan","BCG","2008",0.99
"Kyrgyzstan","BCG","2009",0.98
"Kyrgyzstan","BCG","2010",0.98
"Kyrgyzstan","BCG","2011",0.98
"Kyrgyzstan","BCG","2012",0.98
"Kyrgyzstan","BCG","2013",0.98
"Kyrgyzstan","BCG","2014",0.97
"Kyrgyzstan","BCG","2015",0.97
"Kyrgyzstan","BCG","2016",0.97
"Kyrgyzstan","BCG","2017",0.97
"Kyrgyzstan","BCG","2018",0.97
"Laos","BCG","1981",0.04
"Laos","BCG","1983",0.07
"Laos","BCG","1984",0.07
"Laos","BCG","1985",0.08
"Laos","BCG","1986",0.1
"Laos","BCG","1987",0.15
"Laos","BCG","1988",0.27
"Laos","BCG","1989",0.29
"Laos","BCG","1990",0.26
"Laos","BCG","1991",0.34
"Laos","BCG","1992",0.34
"Laos","BCG","1993",0.42
"Laos","BCG","1994",0.6900000000000001
"Laos","BCG","1995",0.59
"Laos","BCG","1996",0.61
"Laos","BCG","1997",0.58
"Laos","BCG","1998",0.56
"Laos","BCG","1999",0.63
"Laos","BCG","2000",0.6900000000000001
"Laos","BCG","2001",0.6
"Laos","BCG","2002",0.65
"Laos","BCG","2003",0.65
"Laos","BCG","2004",0.6
"Laos","BCG","2005",0.65
"Laos","BCG","2006",0.96
"Laos","BCG","2007",0.56
"Laos","BCG","2008",0.68
"Laos","BCG","2009",0.67
"Laos","BCG","2010",0.72
"Laos","BCG","2011",0.77
"Laos","BCG","2012",0.81
"Laos","BCG","2013",0.8200000000000001
"Laos","BCG","2014",0.8200000000000001
"Laos","BCG","2015",0.8300000000000001
"Laos","BCG","2016",0.78
"Laos","BCG","2017",0.81
"Laos","BCG","2018",0.79
"Latvia","BCG","1990",0.93
"Latvia","BCG","1991",0.89
"Latvia","BCG","1992",0.93
"Latvia","BCG","1993",0.91
"Latvia","BCG","1994",0.9500000000000001
"Latvia","BCG","1995",0.99
"Latvia","BCG","1996",0.99
"Latvia","BCG","1997",0.99
"Latvia","BCG","1998",0.99
"Latvia","BCG","1999",0.99
"Latvia","BCG","2000",0.99
"Latvia","BCG","2001",0.99
"Latvia","BCG","2002",0.99
"Latvia","BCG","2003",0.97
"Latvia","BCG","2004",0.98
"Latvia","BCG","2005",0.97
"Latvia","BCG","2006",0.9500000000000001
"Latvia","BCG","2007",0.9500000000000001
"Latvia","BCG","2008",0.9500000000000001
"Latvia","BCG","2009",0.96
"Latvia","BCG","2010",0.92
"Latvia","BCG","2011",0.93
"Latvia","BCG","2012",0.9400000000000001
"Latvia","BCG","2013",0.9400000000000001
"Latvia","BCG","2014",0.92
"Latvia","BCG","2015",0.93
"Latvia","BCG","2016",0.96
"Latvia","BCG","2017",0.96
"Latvia","BCG","2018",0.9500000000000001
"Lesotho","BCG","1981",0.89
"Lesotho","BCG","1982",0.93
"Lesotho","BCG","1983",0.98
"Lesotho","BCG","1984",0.78
"Lesotho","BCG","1985",0.79
"Lesotho","BCG","1986",0.73
"Lesotho","BCG","1987",0.77
"Lesotho","BCG","1988",0.84
"Lesotho","BCG","1989",0.8
"Lesotho","BCG","1990",0.73
"Lesotho","BCG","1991",0.68
"Lesotho","BCG","1992",0.5700000000000001
"Lesotho","BCG","1993",0.49
"Lesotho","BCG","1994",0.56
"Lesotho","BCG","1995",0.48
"Lesotho","BCG","1996",0.49
"Lesotho","BCG","1997",0.53
"Lesotho","BCG","1998",0.55
"Lesotho","BCG","1999",0.64
"Lesotho","BCG","2001",0.72
"Lesotho","BCG","2002",0.61
"Lesotho","BCG","2003",0.5700000000000001
"Lesotho","BCG","2004",0.72
"Lesotho","BCG","2005",0.81
"Lesotho","BCG","2006",0.81
"Lesotho","BCG","2007",0.85
"Lesotho","BCG","2008",0.85
"Lesotho","BCG","2010",0.8
"Lesotho","BCG","2011",0.68
"Lesotho","BCG","2012",0.68
"Lesotho","BCG","2013",0.65
"Lesotho","BCG","2014",0.51
"Lesotho","BCG","2015",0.73
"Lesotho","BCG","2016",0.68
"Lesotho","BCG","2017",0.78
"Lesotho","BCG","2018",0.86
"Liberia","BCG","1981",0.87
"Liberia","BCG","1986",0.41000000000000003
"Liberia","BCG","1987",0.41000000000000003
"Liberia","BCG","1995",0.84
"Liberia","BCG","1996",0.84
"Liberia","BCG","1997",0.38
"Liberia","BCG","1998",0.28
"Liberia","BCG","1999",0.43
"Liberia","BCG","2000",0.45
"Liberia","BCG","2001",0.77
"Liberia","BCG","2002",0.67
"Liberia","BCG","2003",0.43
"Liberia","BCG","2004",0.6
"Liberia","BCG","2005",0.8200000000000001
"Liberia","BCG","2006",0.89
"Liberia","BCG","2007",0.86
"Liberia","BCG","2008",0.92
"Liberia","BCG","2009",0.92
"Liberia","BCG","2010",0.76
"Liberia","BCG","2011",0.85
"Liberia","BCG","2012",0.85
"Liberia","BCG","2013",0.87
"Liberia","BCG","2014",0.73
"Liberia","BCG","2015",0.74
"Liberia","BCG","2016",0.97
"Liberia","BCG","2017",0.87
"Liberia","BCG","2018",0.92
"Libya","BCG","1980",0.88
"Libya","BCG","1981",0.78
"Libya","BCG","1982",0.89
"Libya","BCG","1983",0.84
"Libya","BCG","1984",0.85
"Libya","BCG","1985",0.87
"Libya","BCG","1986",0.92
"Libya","BCG","1987",0.9500000000000001
"Libya","BCG","1988",0.92
"Libya","BCG","1989",0.9
"Libya","BCG","1990",0.9
"Libya","BCG","1991",0.9500000000000001
"Libya","BCG","1992",0.99
"Libya","BCG","1993",0.99
"Libya","BCG","1994",0.99
"Libya","BCG","1995",0.99
"Libya","BCG","1996",0.97
"Libya","BCG","1997",0.97
"Libya","BCG","1998",0.97
"Libya","BCG","1999",0.97
"Libya","BCG","2001",0.99
"Libya","BCG","2002",0.99
"Libya","BCG","2004",0.99
"Libya","BCG","2005",0.99
"Libya","BCG","2006",0.99
"Libya","BCG","2007",0.99
"Libya","BCG","2008",0.99
"Libya","BCG","2009",0.99
"Libya","BCG","2012",0.99
"Libya","BCG","2014",0.99
"Libya","BCG","2015",0.99
"Libya","BCG","2016",0.99
"Libya","BCG","2017",0.99
"Libya","BCG","2018",0.99
"Lithuania","BCG","1986",0.99
"Lithuania","BCG","1987",0.96
"Lithuania","BCG","1988",0.9400000000000001
"Lithuania","BCG","1989",0.9400000000000001
"Lithuania","BCG","1990",0.9400000000000001
"Lithuania","BCG","1991",0.87
"Lithuania","BCG","1992",0.9400000000000001
"Lithuania","BCG","1993",0.98
"Lithuania","BCG","1994",0.96
"Lithuania","BCG","1995",0.97
"Lithuania","BCG","1996",0.98
"Lithuania","BCG","1997",0.98
"Lithuania","BCG","1998",0.99
"Lithuania","BCG","1999",0.99
"Lithuania","BCG","2000",0.99
"Lithuania","BCG","2001",0.99
"Lithuania","BCG","2002",0.99
"Lithuania","BCG","2003",0.99
"Lithuania","BCG","2004",0.99
"Lithuania","BCG","2005",0.99
"Lithuania","BCG","2006",0.99
"Lithuania","BCG","2007",0.99
"Lithuania","BCG","2008",0.99
"Lithuania","BCG","2009",0.99
"Lithuania","BCG","2010",0.99
"Lithuania","BCG","2011",0.98
"Lithuania","BCG","2012",0.98
"Lithuania","BCG","2013",0.98
"Lithuania","BCG","2014",0.98
"Lithuania","BCG","2015",0.97
"Lithuania","BCG","2016",0.98
"Lithuania","BCG","2017",0.97
"Lithuania","BCG","2018",0.96
"Luxembourg","BCG","1983",0.5
"Luxembourg","BCG","1992",0.5
"Luxembourg","BCG","1996",0.59
"Luxembourg","BCG","1997",0.59
"Luxembourg","BCG","2005",0.21
"Madagascar","BCG","1980",0.21
"Madagascar","BCG","1981",0.26
"Madagascar","BCG","1982",0.22
"Madagascar","BCG","1983",0.31
"Madagascar","BCG","1984",0.28
"Madagascar","BCG","1985",0.31
"Madagascar","BCG","1986",0.49
"Madagascar","BCG","1987",0.54
"Madagascar","BCG","1988",0.7000000000000001
"Madagascar","BCG","1989",0.79
"Madagascar","BCG","1990",0.98
"Madagascar","BCG","1991",0.71
"Madagascar","BCG","1992",0.84
"Madagascar","BCG","1993",0.77
"Madagascar","BCG","1994",0.84
"Madagascar","BCG","1995",0.9
"Madagascar","BCG","1996",0.87
"Madagascar","BCG","1997",0.74
"Madagascar","BCG","1998",0.71
"Madagascar","BCG","1999",0.9
"Madagascar","BCG","2000",0.99
"Madagascar","BCG","2001",0.43
"Madagascar","BCG","2002",0.73
"Madagascar","BCG","2003",0.96
"Madagascar","BCG","2004",0.88
"Madagascar","BCG","2005",0.9500000000000001
"Madagascar","BCG","2006",0.99
"Madagascar","BCG","2007",0.99
"Madagascar","BCG","2008",0.97
"Madagascar","BCG","2009",0.87
"Madagascar","BCG","2010",0.81
"Madagascar","BCG","2011",0.8200000000000001
"Madagascar","BCG","2012",0.78
"Madagascar","BCG","2013",0.77
"Madagascar","BCG","2014",0.75
"Madagascar","BCG","2015",0.7000000000000001
"Madagascar","BCG","2016",0.92
"Madagascar","BCG","2017",0.91
"Madagascar","BCG","2018",0.91
"Malawi","BCG","1980",0.99
"Malawi","BCG","1981",0.86
"Malawi","BCG","1982",0.93
"Malawi","BCG","1983",0.9400000000000001
"Malawi","BCG","1984",0.74
"Malawi","BCG","1985",0.72
"Malawi","BCG","1986",0.7000000000000001
"Malawi","BCG","1987",0.53
"Malawi","BCG","1988",0.72
"Malawi","BCG","1989",0.87
"Malawi","BCG","1990",0.84
"Malawi","BCG","1991",0.78
"Malawi","BCG","1992",0.8200000000000001
"Malawi","BCG","1993",0.87
"Malawi","BCG","1994",0.98
"Malawi","BCG","1995",0.97
"Malawi","BCG","1996",0.99
"Malawi","BCG","1997",0.99
"Malawi","BCG","1998",0.99
"Malawi","BCG","1999",0.87
"Malawi","BCG","2000",0.8300000000000001
"Malawi","BCG","2001",0.93
"Malawi","BCG","2002",0.78
"Malawi","BCG","2003",0.91
"Malawi","BCG","2004",0.97
"Malawi","BCG","2005",0.99
"Malawi","BCG","2006",0.99
"Malawi","BCG","2007",0.9500000000000001
"Malawi","BCG","2008",0.97
"Malawi","BCG","2009",0.9500000000000001
"Malawi","BCG","2010",0.97
"Malawi","BCG","2011",0.99
"Malawi","BCG","2012",0.99
"Malawi","BCG","2013",0.96
"Malawi","BCG","2014",0.97
"Malawi","BCG","2015",0.9
"Malawi","BCG","2016",0.86
"Malawi","BCG","2017",0.89
"Malawi","BCG","2018",0.92
"Malaysia","BCG","1979",0.9400000000000001
"Malaysia","BCG","1980",0.9400000000000001
"Malaysia","BCG","1981",0.91
"Malaysia","BCG","1982",0.9500000000000001
"Malaysia","BCG","1983",0.9400000000000001
"Malaysia","BCG","1984",0.9500000000000001
"Malaysia","BCG","1985",0.9500000000000001
"Malaysia","BCG","1986",0.96
"Malaysia","BCG","1987",0.98
"Malaysia","BCG","1988",1.
"Malaysia","BCG","1989",0.99
"Malaysia","BCG","1990",0.99
"Malaysia","BCG","1991",0.99
"Malaysia","BCG","1992",0.99
"Malaysia","BCG","1993",0.98
"Malaysia","BCG","1994",0.97
"Malaysia","BCG","1995",0.98
"Malaysia","BCG","1996",0.98
"Malaysia","BCG","1997",0.98
"Malaysia","BCG","1998",0.98
"Malaysia","BCG","1999",0.99
"Malaysia","BCG","2000",0.99
"Malaysia","BCG","2001",0.98
"Malaysia","BCG","2002",0.98
"Malaysia","BCG","2003",0.99
"Malaysia","BCG","2004",0.99
"Malaysia","BCG","2005",0.98
"Malaysia","BCG","2006",0.98
"Malaysia","BCG","2007",0.99
"Malaysia","BCG","2008",0.99
"Malaysia","BCG","2009",0.99
"Malaysia","BCG","2010",0.99
"Malaysia","BCG","2011",0.99
"Malaysia","BCG","2012",0.99
"Malaysia","BCG","2013",0.99
"Malaysia","BCG","2014",0.99
"Malaysia","BCG","2015",0.99
"Malaysia","BCG","2017",0.98
"Maldives","BCG","1978",0.05
"Maldives","BCG","1979",0.52
"Maldives","BCG","1981",0.08
"Maldives","BCG","1982",0.2
"Maldives","BCG","1983",0.27
"Maldives","BCG","1984",0.27
"Maldives","BCG","1985",0.45
"Maldives","BCG","1986",0.27
"Maldives","BCG","1987",0.62
"Maldives","BCG","1988",0.98
"Maldives","BCG","1989",0.98
"Maldives","BCG","1990",0.99
"Maldives","BCG","1991",0.99
"Maldives","BCG","1992",0.99
"Maldives","BCG","1993",0.89
"Maldives","BCG","1994",0.98
